lognumber,logtimestamp
234,1555075822574
148,1555075822574
156,1555075822575
180,1555075822575
181,1555075822576
184,1555075822583
219,1555075822589
225,1555075822592
253,1555075822592
169,1555075822593
182,1555075822602
191,1555075822603
205,1555075822607
245,1555075822608
246,1555075822608
268,1555075822609
213,1555075822615
223,1555075822617
248,1555075822626
258,1555075822631
262,1555075822633
196,1555075822635
290,1555075822648
162,1555075822651
174,1555075822660
189,1555075822661
194,1555075822664
220,1555075822665
249,1555075822666
145,1555075822667
158,1555075822667
197,1555075822671
240,1555075822673
261,1555075822674
279,1555075822676
230,1555075822676
170,1555075822677
176,1555075822681
179,1555075822683
210,1555075822684
271,1555075822685
183,1555075822685
190,1555075822686
200,1555075822687
264,1555075822688
278,1555075822689
147,1555075822691
187,1555075822692
242,1555075822693
146,1555075822701
193,1555075822702
238,1555075822706
274,1555075822706
283,1555075822707
153,1555075822707
163,1555075822708
166,1555075822708
260,1555075822709
270,1555075822709
285,1555075822709
287,1555075822710
177,1555075822710
216,1555075822711
269,1555075822711
144,1555075822712
152,1555075822712
259,1555075822712
280,1555075822713
195,1555075822713
217,1555075822713
255,1555075822713
276,1555075822714
282,1555075822714
232,1555075822714
252,1555075822715
254,1555075822715
273,1555075822715
224,1555075822715
243,1555075822716
151,1555075822716
171,1555075822718
202,1555075822718
275,1555075822719
159,1555075822719
161,1555075822719
203,1555075822719
204,1555075822720
208,1555075822720
286,1555075822720
149,1555075822720
175,1555075822721
256,1555075822721
167,1555075822721
192,1555075822721
289,1555075822722
178,1555075822722
211,1555075822722
257,1555075822723
201,1555075822723
229,1555075822723
233,1555075822723
235,1555075822724
265,1555075822724
284,1555075822724
157,1555075822724
209,1555075822725
185,1555075822725
207,1555075822725
226,1555075822725
241,1555075822725
272,1555075822726
155,1555075822726
173,1555075822727
214,1555075822727
215,1555075822728
222,1555075822728
239,1555075822729
247,1555075822729
160,1555075822730
206,1555075822731
221,1555075822732
250,1555075822732
266,1555075822733
277,1555075822734
164,1555075822734
165,1555075822734
172,1555075822735
186,1555075822735
188,1555075822737
237,1555075822737
150,1555075822738
168,1555075822738
267,1555075822739
212,1555075822740
227,1555075822740
236,1555075822740
251,1555075822741
154,1555075822741
199,1555075822745
218,1555075822746
231,1555075822747
288,1555075822747
198,1555075822748
228,1555075822748
244,1555075822748
263,1555075822748
281,1555075822749
321,1555075837434
351,1555075837435
373,1555075837435
346,1555075837436
359,1555075837436
421,1555075837437
297,1555075837437
311,1555075837444
324,1555075837445
325,1555075837447
362,1555075837448
376,1555075837448
424,1555075837449
428,1555075837450
313,1555075837450
334,1555075837451
335,1555075837451
354,1555075837452
392,1555075837453
425,1555075837454
434,1555075837455
314,1555075837456
320,1555075837456
339,1555075837457
367,1555075837457
358,1555075837457
371,1555075837457
402,1555075837458
406,1555075837458
301,1555075837459
348,1555075837459
410,1555075837459
427,1555075837460
295,1555075837460
327,1555075837461
366,1555075837461
413,1555075837461
305,1555075837462
308,1555075837462
370,1555075837463
397,1555075837464
423,1555075837464
355,1555075837465
368,1555075837465
381,1555075837465
411,1555075837466
374,1555075837467
318,1555075837467
332,1555075837468
352,1555075837468
361,1555075837468
398,1555075837468
415,1555075837469
422,1555075837469
418,1555075837469
304,1555075837469
322,1555075837470
383,1555075837470
395,1555075837470
326,1555075837471
337,1555075837471
414,1555075837471
369,1555075837472
319,1555075837473
388,1555075837473
389,1555075837474
391,1555075837474
401,1555075837475
300,1555075837475
302,1555075837476
375,1555075837476
377,1555075837477
419,1555075837478
432,1555075837478
409,1555075837478
412,1555075837479
353,1555075837479
360,1555075837479
390,1555075837479
407,1555075837480
336,1555075837480
343,1555075837481
372,1555075837483
379,1555075837484
378,1555075837485
431,1555075837486
435,1555075837486
310,1555075837486
312,1555075837487
333,1555075837487
356,1555075837488
328,1555075837488
394,1555075837488
436,1555075837489
291,1555075837489
307,1555075837489
315,1555075837490
357,1555075837491
292,1555075837492
294,1555075837493
298,1555075837493
323,1555075837494
417,1555075837494
429,1555075837495
316,1555075837496
342,1555075837496
380,1555075837497
387,1555075837497
433,1555075837497
341,1555075837498
363,1555075837498
385,1555075837498
426,1555075837499
396,1555075837500
303,1555075837501
330,1555075837501
350,1555075837501
382,1555075837502
416,1555075837502
331,1555075837506
364,1555075837507
384,1555075837508
408,1555075837510
399,1555075837511
404,1555075837512
400,1555075837512
299,1555075837513
306,1555075837514
349,1555075837515
386,1555075837515
393,1555075837515
293,1555075837515
296,1555075837516
317,1555075837516
345,1555075837517
405,1555075837517
309,1555075837517
338,1555075837518
344,1555075837518
365,1555075837518
420,1555075837519
329,1555075837519
340,1555075837519
347,1555075837520
403,1555075837520
454,1555075852292
457,1555075852293
507,1555075852293
553,1555075852294
558,1555075852294
438,1555075852294
520,1555075852295
517,1555075852296
532,1555075852296
561,1555075852297
566,1555075852297
570,1555075852298
458,1555075852298
461,1555075852299
464,1555075852300
516,1555075852300
525,1555075852301
531,1555075852302
538,1555075852303
562,1555075852304
564,1555075852305
456,1555075852305
537,1555075852306
563,1555075852306
486,1555075852307
504,1555075852307
528,1555075852308
550,1555075852308
555,1555075852309
451,1555075852309
476,1555075852310
544,1555075852310
452,1555075852310
514,1555075852311
518,1555075852311
551,1555075852311
472,1555075852312
477,1555075852312
515,1555075852312
541,1555075852313
567,1555075852313
573,1555075852313
460,1555075852314
479,1555075852314
509,1555075852315
549,1555075852315
565,1555075852316
437,1555075852316
450,1555075852317
480,1555075852318
552,1555075852319
556,1555075852320
481,1555075852321
490,1555075852322
491,1555075852322
493,1555075852323
543,1555075852324
446,1555075852324
497,1555075852325
526,1555075852325
546,1555075852326
447,1555075852327
512,1555075852327
521,1555075852328
568,1555075852328
505,1555075852328
574,1555075852329
466,1555075852329
508,1555075852329
513,1555075852330
547,1555075852330
554,1555075852331
581,1555075852332
467,1555075852334
539,1555075852335
542,1555075852337
560,1555075852338
462,1555075852339
487,1555075852339
496,1555075852340
533,1555075852341
534,1555075852345
441,1555075852347
445,1555075852347
459,1555075852357
469,1555075852358
470,1555075852359
527,1555075852360
576,1555075852361
442,1555075852361
449,1555075852362
484,1555075852362
545,1555075852363
557,1555075852366
522,1555075852367
540,1555075852367
548,1555075852368
559,1555075852370
455,1555075852371
475,1555075852371
478,1555075852372
571,1555075852372
448,1555075852373
453,1555075852373
519,1555075852373
530,1555075852374
506,1555075852374
524,1555075852374
569,1555075852375
474,1555075852375
492,1555075852375
495,1555075852375
536,1555075852376
440,1555075852376
468,1555075852377
483,1555075852380
488,1555075852380
510,1555075852381
529,1555075852386
535,1555075852386
580,1555075852387
430,1555075852388
485,1555075852388
494,1555075852390
502,1555075852390
498,1555075852391
501,1555075852391
511,1555075852391
579,1555075852391
439,1555075852392
443,1555075852392
463,1555075852392
471,1555075852392
473,1555075852393
482,1555075852393
575,1555075852393
465,1555075852393
499,1555075852394
500,1555075852394
523,1555075852394
577,1555075852394
444,1555075852395
489,1555075852395
503,1555075852395
572,1555075852395
578,1555075852396
705,1555075867405
616,1555075867406
621,1555075867407
624,1555075867407
635,1555075867408
662,1555075867408
679,1555075867410
684,1555075867423
596,1555075867424
641,1555075867447
716,1555075867448
582,1555075867467
583,1555075867472
609,1555075867473
627,1555075867474
628,1555075867475
636,1555075867482
644,1555075867484
585,1555075867486
681,1555075867487
702,1555075867488
709,1555075867489
711,1555075867490
659,1555075867491
667,1555075867494
604,1555075867508
648,1555075867509
689,1555075867509
723,1555075867510
719,1555075867510
601,1555075867511
656,1555075867511
691,1555075867511
588,1555075867512
620,1555075867512
664,1555075867513
673,1555075867513
617,1555075867514
625,1555075867514
653,1555075867514
655,1555075867515
677,1555075867517
728,1555075867519
651,1555075867521
674,1555075867522
686,1555075867523
683,1555075867523
692,1555075867530
729,1555075867530
606,1555075867530
605,1555075867531
615,1555075867531
720,1555075867532
658,1555075867533
694,1555075867534
602,1555075867535
670,1555075867536
671,1555075867537
703,1555075867538
626,1555075867538
652,1555075867539
697,1555075867539
594,1555075867539
598,1555075867539
638,1555075867540
672,1555075867541
678,1555075867543
700,1555075867544
613,1555075867545
657,1555075867546
665,1555075867546
708,1555075867546
725,1555075867547
589,1555075867547
591,1555075867547
600,1555075867548
676,1555075867548
685,1555075867549
699,1555075867550
632,1555075867550
633,1555075867551
707,1555075867551
713,1555075867552
623,1555075867553
643,1555075867553
726,1555075867553
618,1555075867554
622,1555075867554
630,1555075867554
710,1555075867554
592,1555075867557
629,1555075867558
634,1555075867558
704,1555075867559
590,1555075867560
642,1555075867561
668,1555075867562
666,1555075867563
599,1555075867564
637,1555075867565
717,1555075867566
603,1555075867566
661,1555075867567
696,1555075867567
688,1555075867567
706,1555075867568
724,1555075867568
584,1555075867568
586,1555075867568
646,1555075867568
714,1555075867569
612,1555075867569
614,1555075867569
619,1555075867569
663,1555075867570
669,1555075867570
687,1555075867570
597,1555075867571
610,1555075867571
660,1555075867571
680,1555075867571
727,1555075867571
675,1555075867572
690,1555075867572
715,1555075867572
595,1555075867573
645,1555075867573
693,1555075867573
701,1555075867575
722,1555075867576
608,1555075867577
640,1555075867578
649,1555075867581
650,1555075867582
682,1555075867583
593,1555075867583
607,1555075867583
639,1555075867584
654,1555075867584
718,1555075867586
587,1555075867587
611,1555075867587
631,1555075867588
647,1555075867588
695,1555075867589
698,1555075867589
712,1555075867590
765,1555075882487
840,1555075882488
734,1555075882488
797,1555075882489
802,1555075882489
807,1555075882489
809,1555075882490
767,1555075882490
764,1555075882491
737,1555075882492
775,1555075882492
755,1555075882492
783,1555075882492
791,1555075882493
804,1555075882493
836,1555075882493
860,1555075882493
751,1555075882493
857,1555075882494
874,1555075882494
822,1555075882494
863,1555075882494
823,1555075882495
771,1555075882495
731,1555075882495
834,1555075882496
853,1555075882496
855,1555075882496
858,1555075882496
769,1555075882496
811,1555075882497
848,1555075882497
744,1555075882497
793,1555075882497
794,1555075882498
827,1555075882499
748,1555075882499
810,1555075882500
835,1555075882500
872,1555075882501
752,1555075882503
736,1555075882504
750,1555075882507
801,1555075882507
820,1555075882508
733,1555075882510
763,1555075882510
782,1555075882511
831,1555075882511
851,1555075882511
742,1555075882512
789,1555075882512
812,1555075882512
788,1555075882513
818,1555075882513
845,1555075882514
852,1555075882515
808,1555075882516
873,1555075882516
753,1555075882518
766,1555075882518
821,1555075882519
846,1555075882519
862,1555075882519
747,1555075882520
743,1555075882520
770,1555075882522
792,1555075882531
798,1555075882532
825,1555075882532
864,1555075882533
866,1555075882533
730,1555075882534
870,1555075882535
780,1555075882543
800,1555075882544
806,1555075882544
824,1555075882545
837,1555075882545
856,1555075882546
741,1555075882547
849,1555075882548
772,1555075882548
813,1555075882549
815,1555075882549
844,1555075882550
795,1555075882550
762,1555075882551
779,1555075882551
819,1555075882552
826,1555075882552
859,1555075882555
721,1555075882558
760,1555075882559
785,1555075882560
854,1555075882561
867,1555075882562
756,1555075882563
739,1555075882564
740,1555075882575
757,1555075882575
776,1555075882575
786,1555075882576
816,1555075882577
828,1555075882578
738,1555075882579
842,1555075882580
833,1555075882582
778,1555075882584
790,1555075882587
814,1555075882590
829,1555075882591
838,1555075882597
875,1555075882598
777,1555075882604
803,1555075882605
735,1555075882607
839,1555075882609
850,1555075882609
732,1555075882611
784,1555075882613
796,1555075882614
868,1555075882614
746,1555075882615
781,1555075882615
799,1555075882618
817,1555075882618
832,1555075882619
861,1555075882619
865,1555075882620
773,1555075882621
768,1555075882621
774,1555075882622
805,1555075882622
830,1555075882622
843,1555075882623
759,1555075882623
761,1555075882624
749,1555075882625
754,1555075882626
758,1555075882626
787,1555075882627
847,1555075882627
745,1555075882629
841,1555075882631
963,1555075897617
940,1555075897615
979,1555075897619
976,1555075897621
1017,1555075897623
899,1555075897625
978,1555075897628
981,1555075897638
928,1555075897648
961,1555075897650
965,1555075897652
994,1555075897653
992,1555075897655
892,1555075897656
911,1555075897657
926,1555075897658
949,1555075897659
950,1555075897660
958,1555075897661
984,1555075897662
1000,1555075897664
1007,1555075897666
871,1555075897668
904,1555075897669
923,1555075897670
974,1555075897672
1002,1555075897674
1013,1555075897676
1015,1555075897678
905,1555075897680
946,1555075897682
962,1555075897683
1014,1555075897683
968,1555075897684
869,1555075897685
903,1555075897686
916,1555075897687
931,1555075897687
936,1555075897688
937,1555075897689
967,1555075897690
1004,1555075897691
1009,1555075897692
1010,1555075897693
993,1555075897694
895,1555075897694
898,1555075897695
909,1555075897696
947,1555075897696
948,1555075897697
959,1555075897703
989,1555075897705
998,1555075897706
1001,1555075897706
1023,1555075897707
884,1555075897707
900,1555075897708
922,1555075897708
938,1555075897709
919,1555075897709
985,1555075897710
953,1555075897710
982,1555075897710
1016,1555075897711
914,1555075897711
954,1555075897711
964,1555075897712
986,1555075897712
879,1555075897712
906,1555075897713
966,1555075897713
1022,1555075897713
876,1555075897714
891,1555075897714
910,1555075897714
932,1555075897715
1021,1555075897715
880,1555075897715
913,1555075897715
934,1555075897716
955,1555075897716
969,1555075897717
980,1555075897717
1019,1555075897717
908,1555075897717
915,1555075897717
881,1555075897718
883,1555075897718
925,1555075897718
939,1555075897718
942,1555075897718
1012,1555075897719
894,1555075897719
921,1555075897719
971,1555075897719
973,1555075897719
983,1555075897720
999,1555075897720
1008,1555075897720
886,1555075897721
907,1555075897721
912,1555075897722
924,1555075897722
1003,1555075897722
1020,1555075897723
918,1555075897723
929,1555075897724
945,1555075897724
957,1555075897724
972,1555075897725
1011,1555075897725
1018,1555075897725
877,1555075897725
882,1555075897725
902,1555075897725
933,1555075897726
927,1555075897726
975,1555075897726
987,1555075897726
889,1555075897726
890,1555075897726
901,1555075897726
952,1555075897727
970,1555075897727
995,1555075897727
888,1555075897727
988,1555075897727
896,1555075897727
944,1555075897728
951,1555075897728
991,1555075897728
1006,1555075897728
885,1555075897728
887,1555075897728
920,1555075897728
941,1555075897729
956,1555075897729
977,1555075897729
917,1555075897729
930,1555075897729
943,1555075897729
960,1555075897730
996,1555075897730
1005,1555075897731
878,1555075897731
893,1555075897731
897,1555075897731
935,1555075897731
990,1555075897732
997,1555075897732
1090,1555075912279
1080,1555075912280
1155,1555075912279
1145,1555075912280
1082,1555075912280
1128,1555075912281
1144,1555075912281
1165,1555075912282
1094,1555075912283
1040,1555075912282
1096,1555075912283
1141,1555075912284
1136,1555075912284
1153,1555075912285
1035,1555075912286
1067,1555075912287
1068,1555075912287
1089,1555075912289
1137,1555075912289
1150,1555075912290
1152,1555075912291
1039,1555075912291
1097,1555075912291
1125,1555075912292
1133,1555075912292
1031,1555075912292
1034,1555075912292
1091,1555075912293
1072,1555075912293
1043,1555075912293
1121,1555075912293
1123,1555075912294
1131,1555075912294
1135,1555075912294
1160,1555075912294
1163,1555075912295
1054,1555075912295
1081,1555075912295
1109,1555075912295
1138,1555075912295
1154,1555075912296
1060,1555075912296
1063,1555075912296
1103,1555075912297
1113,1555075912297
1114,1555075912298
1132,1555075912298
1168,1555075912298
1033,1555075912299
1042,1555075912299
1050,1555075912307
1061,1555075912307
1098,1555075912307
1104,1555075912308
1126,1555075912309
1157,1555075912309
1028,1555075912309
1032,1555075912309
1057,1555075912309
1075,1555075912310
1078,1555075912310
1088,1555075912310
1100,1555075912310
1166,1555075912310
1052,1555075912311
1064,1555075912311
1058,1555075912311
1086,1555075912311
1117,1555075912311
1148,1555075912312
1149,1555075912312
1027,1555075912312
1036,1555075912312
1083,1555075912312
1115,1555075912313
1167,1555075912313
1026,1555075912313
1079,1555075912313
1073,1555075912313
1110,1555075912313
1124,1555075912314
1162,1555075912314
1038,1555075912314
1049,1555075912314
1077,1555075912315
1107,1555075912315
1119,1555075912315
1139,1555075912316
1164,1555075912316
1065,1555075912316
1076,1555075912317
1130,1555075912317
1056,1555075912318
1059,1555075912318
1087,1555075912318
1140,1555075912318
1158,1555075912318
1159,1555075912319
1085,1555075912319
1092,1555075912319
1111,1555075912319
1029,1555075912319
1041,1555075912319
1051,1555075912320
1046,1555075912320
1055,1555075912320
1105,1555075912320
1122,1555075912320
1129,1555075912320
1142,1555075912321
1147,1555075912321
1045,1555075912321
1048,1555075912321
1062,1555075912321
1099,1555075912321
1047,1555075912322
1069,1555075912322
1070,1555075912322
1112,1555075912322
1161,1555075912322
1025,1555075912322
1101,1555075912323
1102,1555075912323
1127,1555075912323
1151,1555075912323
1146,1555075912323
1169,1555075912323
1024,1555075912324
1037,1555075912324
1071,1555075912324
1118,1555075912324
1084,1555075912324
1093,1555075912324
1095,1555075912324
1106,1555075912325
1108,1555075912325
1053,1555075912325
1066,1555075912325
1074,1555075912325
1134,1555075912325
1143,1555075912326
1156,1555075912326
1030,1555075912326
1044,1555075912326
1116,1555075912326
1120,1555075912326
1170,1555075912326
1254,1555075927899
1295,1555075927900
1191,1555075927900
1236,1555075927902
1237,1555075927903
1185,1555075927904
1199,1555075927904
1251,1555075927905
1243,1555075927906
1267,1555075927906
1268,1555075927908
1283,1555075927908
1285,1555075927909
1194,1555075927910
1209,1555075927911
1210,1555075927913
1227,1555075927915
1273,1555075927915
1173,1555075927916
1184,1555075927916
1204,1555075927917
1315,1555075927922
1231,1555075927923
1247,1555075927923
1300,1555075927924
1281,1555075927925
1288,1555075927925
1304,1555075927926
1174,1555075927927
1256,1555075927927
1258,1555075927927
1294,1555075927927
1172,1555075927928
1192,1555075927928
1257,1555075927929
1280,1555075927929
1301,1555075927930
1181,1555075927931
1201,1555075927933
1235,1555075927935
1255,1555075927935
1266,1555075927936
1298,1555075927936
1217,1555075927937
1219,1555075927937
1225,1555075927937
1244,1555075927937
1250,1555075927938
1289,1555075927938
1176,1555075927938
1180,1555075927938
1183,1555075927938
1293,1555075927939
1229,1555075927939
1242,1555075927939
1262,1555075927940
1205,1555075927940
1216,1555075927940
1260,1555075927940
1297,1555075927941
1182,1555075927941
1290,1555075927941
1305,1555075927941
1187,1555075927942
1206,1555075927942
1228,1555075927942
1203,1555075927942
1286,1555075927943
1302,1555075927943
1259,1555075927943
1269,1555075927943
1284,1555075927944
1190,1555075927945
1202,1555075927946
1248,1555075927947
1238,1555075927947
1307,1555075927948
1198,1555075927949
1215,1555075927949
1218,1555075927949
1189,1555075927950
1212,1555075927950
1271,1555075927951
1306,1555075927952
1196,1555075927952
1224,1555075927952
1232,1555075927952
1278,1555075927953
1296,1555075927953
1211,1555075927953
1230,1555075927954
1265,1555075927954
1275,1555075927954
1291,1555075927955
1299,1555075927955
1186,1555075927956
1193,1555075927956
1270,1555075927957
1240,1555075927957
1241,1555075927957
1252,1555075927958
1253,1555075927958
1175,1555075927958
1200,1555075927959
1222,1555075927959
1272,1555075927960
1303,1555075927961
1208,1555075927964
1213,1555075927966
1223,1555075927966
1207,1555075927967
1220,1555075927967
1226,1555075927968
1233,1555075927968
1264,1555075927969
1171,1555075927969
1177,1555075927970
1197,1555075927970
1308,1555075927971
1188,1555075927971
1239,1555075927971
1287,1555075927972
1263,1555075927972
1310,1555075927972
1313,1555075927973
1276,1555075927973
1292,1555075927973
1311,1555075927974
1179,1555075927974
1221,1555075927975
1249,1555075927975
1312,1555075927975
1314,1555075927976
1178,1555075927976
1195,1555075927977
1277,1555075927978
1282,1555075927978
1274,1555075927978
1234,1555075927979
1246,1555075927979
1261,1555075927979
1214,1555075927980
1245,1555075927980
1279,1555075927982
1309,1555075927982
1328,1555075942496
1337,1555075942497
1341,1555075942497
1397,1555075942497
1439,1555075942498
1455,1555075942498
1334,1555075942498
1446,1555075942499
1452,1555075942499
1319,1555075942499
1418,1555075942500
1329,1555075942500
1360,1555075942500
1373,1555075942501
1461,1555075942501
1338,1555075942502
1387,1555075942502
1407,1555075942503
1347,1555075942503
1376,1555075942504
1392,1555075942505
1432,1555075942508
1428,1555075942509
1402,1555075942509
1438,1555075942509
1448,1555075942510
1464,1555075942510
1416,1555075942510
1454,1555075942510
1393,1555075942510
1395,1555075942511
1400,1555075942511
1404,1555075942511
1441,1555075942511
1449,1555075942512
1325,1555075942512
1349,1555075942512
1372,1555075942512
1390,1555075942512
1406,1555075942513
1411,1555075942513
1335,1555075942513
1351,1555075942513
1391,1555075942514
1396,1555075942514
1413,1555075942514
1327,1555075942515
1343,1555075942516
1348,1555075942516
1352,1555075942517
1420,1555075942517
1457,1555075942518
1403,1555075942519
1450,1555075942520
1379,1555075942520
1422,1555075942520
1433,1555075942521
1321,1555075942521
1408,1555075942522
1453,1555075942523
1442,1555075942523
1444,1555075942524
1354,1555075942524
1357,1555075942525
1364,1555075942525
1371,1555075942526
1375,1555075942526
1399,1555075942526
1463,1555075942527
1320,1555075942527
1340,1555075942528
1345,1555075942528
1362,1555075942529
1405,1555075942529
1447,1555075942530
1322,1555075942531
1326,1555075942531
1333,1555075942531
1368,1555075942532
1412,1555075942532
1459,1555075942532
1359,1555075942533
1462,1555075942533
1324,1555075942534
1414,1555075942534
1419,1555075942534
1440,1555075942535
1336,1555075942535
1424,1555075942535
1451,1555075942536
1317,1555075942536
1331,1555075942537
1355,1555075942537
1358,1555075942537
1385,1555075942538
1370,1555075942538
1388,1555075942538
1431,1555075942539
1423,1555075942540
1429,1555075942541
1350,1555075942542
1361,1555075942543
1363,1555075942544
1367,1555075942544
1369,1555075942545
1386,1555075942545
1460,1555075942546
1437,1555075942546
1458,1555075942547
1316,1555075942547
1330,1555075942547
1366,1555075942547
1377,1555075942547
1415,1555075942548
1436,1555075942548
1318,1555075942548
1401,1555075942549
1434,1555075942549
1426,1555075942549
1430,1555075942550
1332,1555075942550
1339,1555075942550
1382,1555075942550
1384,1555075942551
1389,1555075942551
1394,1555075942551
1443,1555075942551
1346,1555075942552
1378,1555075942552
1380,1555075942552
1421,1555075942552
1435,1555075942553
1456,1555075942553
1342,1555075942553
1383,1555075942554
1417,1555075942554
1425,1555075942556
1427,1555075942557
1323,1555075942558
1344,1555075942558
1374,1555075942558
1381,1555075942559
1410,1555075942559
1353,1555075942559
1356,1555075942559
1365,1555075942560
1398,1555075942560
1409,1555075942560
1445,1555075942561
1480,1555075957889
1510,1555075957889
1552,1555075957896
1504,1555075957897
1518,1555075957897
1560,1555075957898
1485,1555075957899
1532,1555075957899
1541,1555075957900
1512,1555075957902
1568,1555075957902
1593,1555075957903
1466,1555075957903
1488,1555075957903
1496,1555075957905
1549,1555075957906
1551,1555075957907
1603,1555075957908
1478,1555075957910
1564,1555075957913
1588,1555075957914
1607,1555075957915
1481,1555075957916
1484,1555075957918
1487,1555075957918
1565,1555075957919
1575,1555075957919
1601,1555075957920
1492,1555075957920
1501,1555075957921
1502,1555075957922
1580,1555075957922
1597,1555075957923
1599,1555075957923
1513,1555075957923
1531,1555075957924
1538,1555075957924
1553,1555075957925
1558,1555075957925
1570,1555075957925
1489,1555075957926
1517,1555075957938
1561,1555075957939
1470,1555075957939
1490,1555075957940
1522,1555075957940
1554,1555075957941
1598,1555075957941
1535,1555075957942
1556,1555075957942
1572,1555075957942
1581,1555075957943
1582,1555075957944
1590,1555075957944
1521,1555075957945
1548,1555075957945
1559,1555075957945
1591,1555075957946
1606,1555075957946
1528,1555075957946
1494,1555075957947
1587,1555075957947
1605,1555075957947
1465,1555075957948
1544,1555075957948
1566,1555075957948
1594,1555075957949
1611,1555075957949
1511,1555075957949
1516,1555075957950
1545,1555075957950
1586,1555075957950
1602,1555075957951
1608,1555075957951
1482,1555075957951
1506,1555075957952
1578,1555075957952
1595,1555075957952
1596,1555075957953
1473,1555075957953
1498,1555075957953
1520,1555075957954
1530,1555075957954
1592,1555075957954
1467,1555075957955
1477,1555075957955
1495,1555075957956
1505,1555075957956
1573,1555075957957
1567,1555075957957
1533,1555075957957
1557,1555075957958
1469,1555075957958
1474,1555075957958
1479,1555075957959
1491,1555075957959
1514,1555075957959
1527,1555075957960
1563,1555075957962
1574,1555075957962
1583,1555075957964
1609,1555075957965
1523,1555075957965
1555,1555075957966
1468,1555075957968
1519,1555075957968
1526,1555075957969
1585,1555075957969
1524,1555075957969
1569,1555075957971
1576,1555075957972
1584,1555075957972
1604,1555075957973
1497,1555075957976
1529,1555075957976
1550,1555075957976
1577,1555075957977
1542,1555075957978
1546,1555075957978
1471,1555075957979
1476,1555075957979
1486,1555075957980
1500,1555075957980
1503,1555075957980
1536,1555075957980
1610,1555075957981
1543,1555075957981
1472,1555075957981
1499,1555075957982
1507,1555075957982
1509,1555075957982
1562,1555075957983
1589,1555075957983
1600,1555075957983
1475,1555075957984
1525,1555075957984
1534,1555075957984
1537,1555075957985
1540,1555075957985
1571,1555075957985
1508,1555075957986
1539,1555075957986
1483,1555075957986
1493,1555075957987
1515,1555075957987
1547,1555075957987
1579,1555075957987
1625,1555075972617
1627,1555075972618
1628,1555075972618
1668,1555075972618
1678,1555075972619
1731,1555075972626
1612,1555075972627
1676,1555075972627
1689,1555075972628
1710,1555075972628
1720,1555075972629
1665,1555075972629
1693,1555075972629
1708,1555075972630
1690,1555075972630
1630,1555075972631
1682,1555075972631
1691,1555075972631
1706,1555075972632
1707,1555075972632
1728,1555075972632
1740,1555075972633
1620,1555075972633
1748,1555075972633
1726,1555075972634
1742,1555075972634
1680,1555075972635
1651,1555075972635
1721,1555075972636
1737,1555075972638
1747,1555075972639
1616,1555075972640
1622,1555075972642
1640,1555075972643
1669,1555075972643
1704,1555075972644
1729,1555075972645
1755,1555075972645
1712,1555075972644
1613,1555075972646
1685,1555075972646
1639,1555075972647
1695,1555075972647
1702,1555075972649
1718,1555075972649
1686,1555075972651
1750,1555075972651
1624,1555075972651
1635,1555075972652
1645,1555075972652
1657,1555075972653
1736,1555075972653
